,loan_identifier,seller_name,original_interest_rate,original_upb,origination_date,first_payment_date,number_of_borrowers,original_dir,borrower_credit_score_at_origination,first_time_home_buyer_indicator,loan_purpose,property_type,number_of_units,occupancy_type,property_state,primary_mortgage_insurance_percent,product_type,current_interest_rate,remaining_months_to_legal_maturity,adj_remaining_months_to_maturity,maturity_date,current_loan_delinquency_status,delinquency
10588,131852000000,"LAKEVIEW LOAN SERVICING, LLC",5,416000,2019-01-01,2019-03-01,1,46,745,N,P,PU,1,P,CO,30,FRM,4.63,350,350,2049-02-01,0,f
10589,131858000000,U.S. BANK N.A.,6,110000,2019-01-01,2019-03-01,1,38,803,Y,P,CO,1,P,IN,18,FRM,6.13,350,349,2049-02-01,0,f
10596,131869000000,OTHER,5,233000,2018-12-01,2019-02-01,1,44,793,Y,P,SF,1,P,MA,18,FRM,5.13,349,349,2049-01-01,0,f
10597,131870000000,OTHER,5,242000,2019-02-01,2019-04-01,2,37,688,Y,P,PU,1,P,FL,35,FRM,5.38,351,350,2049-03-01,0,f
10604,131885000000,"WELLS FARGO BANK, N.A.",5,279000,2018-11-01,2019-01-01,1,39,794,Y,P,PU,1,P,TX,25,FRM,4.88,348,348,2048-12-01,0,f
10605,131886000000,U.S. BANK N.A.,5,136000,2018-10-01,2018-12-01,1,29,812,N,P,SF,1,P,AR,18,FRM,5.25,347,340,2048-11-01,0,f
10609,131895000000,"LAKEVIEW LOAN SERVICING, LLC",5,221000,2019-01-01,2019-03-01,2,30,805,Y,P,PU,1,P,DE,16,FRM,5.25,350,349,2049-02-01,0,f
10610,131898000000,OTHER,5,257000,2019-03-01,2019-05-01,1,47,725,N,P,SF,1,P,LA,30,FRM,4.63,352,352,2049-04-01,0,f
10611,131902000000,U.S. BANK N.A.,6,84000,2018-11-01,2019-01-01,1,50,706,Y,P,PU,1,P,NV,18,FRM,6.25,348,348,2048-12-01,0,f
10615,131911000000,OTHER,5,250000,2018-12-01,2019-02-01,2,45,768,Y,P,SF,1,P,NY,25,FRM,4.88,349,348,2049-01-01,0,f
10616,131915000000,QUICKEN LOANS INC.,5,157000,2018-12-01,2019-02-01,2,31,806,Y,P,SF,1,P,KS,30,FRM,4.99,349,349,2049-01-01,0,f
10625,131944000000,"WELLS FARGO BANK, N.A.",5,279000,2018-12-01,2019-02-01,1,45,790,N,P,SF,1,S,FL,25,FRM,5.38,349,349,2049-01-01,0,f
10628,131951000000,OTHER,7,331000,2018-11-01,2019-01-01,1,44,686,Y,P,SF,1,P,WA,18,FRM,6.5,348,348,2048-12-01,0,f
10630,131954000000,OTHER,5,554000,2018-09-01,2018-11-01,2,39,810,N,P,SF,1,P,HI,25,FRM,4.88,348,0,2048-10-01,X,t
10634,131971000000,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",5,108000,2019-02-01,2019-04-01,1,45,726,N,P,CO,1,P,SC,25,FRM,4.5,351,351,2049-03-01,0,f
10635,131973000000,PENNYMAC CORP.,5,299000,2018-12-01,2019-02-01,3,48,770,N,P,SF,1,P,WA,25,FRM,5.13,349,0,2049-01-01,X,t
10643,132014000000,OTHER,5,151000,2019-02-01,2019-04-01,1,37,693,Y,P,SF,1,P,TX,25,FRM,4.99,351,348,2049-03-01,0,f
10647,132037000000,OTHER,6,175000,2018-10-01,2018-12-01,1,45,766,Y,P,SF,1,P,WA,18,FRM,6,347,347,2048-11-01,0,f
10654,132059000000,PENNYMAC CORP.,5,354000,2019-03-01,2019-05-01,1,32,776,Y,P,PU,1,P,CO,12,FRM,4.88,352,352,2049-04-01,0,f
10655,132061000000,"EAGLE HOME MORTGAGE, LLC",4,338000,2019-02-01,2019-04-01,2,34,804,N,P,PU,1,P,FL,25,FRM,4.25,351,349,2049-03-01,0,f
10656,132070000000,"AMERIHOME MORTGAGE COMPANY, LLC",5,560000,2019-01-01,2019-03-01,2,38,778,N,P,PU,1,P,VA,12,FRM,4.88,350,349,2049-02-01,0,f
10658,132080000000,OTHER,5,641000,2019-01-01,2019-03-01,1,34,728,N,R,CO,1,P,CA,30,FRM,4.88,350,350,2049-02-01,0,f
10659,132082000000,PENNYMAC CORP.,5,249000,2019-01-01,2019-03-01,2,40,724,Y,P,SF,1,P,NH,35,FRM,5.25,350,350,2049-02-01,0,f
10662,132092000000,OTHER,5,357000,2019-02-01,2019-04-01,1,49,727,Y,P,PU,1,P,NC,25,FRM,4.75,351,346,2049-03-01,0,f
10663,132093000000,OTHER,5,311000,2019-01-01,2019-03-01,1,43,809,N,P,SF,1,P,FL,30,FRM,4.88,350,350,2049-02-01,0,f
10670,132117000000,QUICKEN LOANS INC.,5,171000,2019-01-01,2019-03-01,1,29,788,Y,P,CO,1,P,NJ,25,FRM,4.63,350,347,2049-02-01,0,f
10671,132118000000,PENNYMAC CORP.,5,179000,2018-12-01,2019-02-01,2,43,705,N,P,PU,1,S,FL,25,FRM,5.25,349,349,2049-01-01,0,f
10672,132120000000,PENNYMAC CORP.,5,182000,2019-01-01,2019-03-01,1,30,754,Y,P,SF,1,P,LA,35,FRM,4.88,350,349,2049-02-01,0,f
10673,132138000000,OTHER,6,192000,2019-01-01,2019-03-01,1,44,787,N,P,CO,1,S,PR,25,FRM,5.5,350,348,2049-02-01,0,f
10677,132148000000,"WELLS FARGO BANK, N.A.",5,228000,2019-01-01,2019-03-01,1,35,795,N,P,SF,1,P,NC,30,FRM,4.88,350,349,2049-02-01,0,f
10680,132173000000,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",5,189000,2018-12-01,2019-02-01,1,25,704,Y,P,PU,1,P,DE,25,FRM,4.75,349,351,2049-01-01,2,t
10682,132178000000,FAIRWAY INDEPENDENT MORTGAGE CORPORATION,5,229000,2019-01-01,2019-03-01,2,18,792,N,P,PU,1,P,TX,30,FRM,4.75,352,0,2049-02-01,X,t
10685,132189000000,OTHER,5,204000,2019-02-01,2019-04-01,2,27,779,N,P,PU,1,P,FL,30,FRM,4.88,351,350,2049-03-01,0,f
10687,132197000000,OTHER,5,481000,2018-12-01,2019-02-01,2,48,792,N,P,PU,1,P,NJ,25,FRM,5.13,357,0,2049-01-01,X,t
10688,132198000000,PENNYMAC CORP.,5,214000,2019-01-01,2019-03-01,1,50,762,Y,P,CO,1,P,AZ,25,FRM,5,351,0,2049-02-01,X,t
10689,132210000000,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",5,131000,2019-02-01,2019-03-01,1,45,710,Y,P,SF,1,P,KS,25,FRM,4.75,350,350,2049-02-01,0,f
10690,132219000000,PENNYMAC CORP.,5,230000,2018-12-01,2019-02-01,1,40,771,N,P,SF,1,S,AZ,25,FRM,5.25,349,349,2049-01-01,0,f
10691,132220000000,"LAKEVIEW LOAN SERVICING, LLC",5,338000,2018-12-01,2019-02-01,1,44,692,Y,P,SF,1,P,CA,18,FRM,5.13,349,349,2049-01-01,0,f
10694,132222000000,PENNYMAC CORP.,5,299000,2018-12-01,2019-02-01,2,34,785,N,P,SF,1,P,MN,30,FRM,4.88,355,0,2049-01-01,X,t
10695,132223000000,QUICKEN LOANS INC.,5,351000,2019-01-01,2019-03-01,2,32,724,Y,P,CO,1,P,CA,35,FRM,5.25,350,350,2049-02-01,0,f
10696,132223000000,PENNYMAC CORP.,5,410000,2019-01-01,2019-03-01,2,43,772,Y,P,SF,1,P,MD,25,FRM,4.5,350,350,2049-02-01,0,f
10697,132228000000,"MOVEMENT MORTGAGE, LLC",5,176000,2019-01-01,2019-03-01,1,35,741,N,P,PU,1,P,AL,30,FRM,4.63,350,350,2049-02-01,0,f
10698,132230000000,"LAKEVIEW LOAN SERVICING, LLC",5,310000,2019-01-01,2019-03-01,2,42,749,Y,P,SF,1,P,NY,35,FRM,4.88,350,350,2049-02-01,0,f
10700,132232000000,"WELLS FARGO BANK, N.A.",5,102000,2019-01-01,2019-03-01,2,42,748,N,P,PU,1,P,NC,25,FRM,5.13,350,350,2049-02-01,0,f
10708,132262000000,OTHER,5,146000,2019-03-01,2019-05-01,1,35,743,Y,P,SF,1,P,IL,25,FRM,4.75,352,352,2049-04-01,0,f
10709,132271000000,OTHER,5,68000,2019-01-01,2019-03-01,2,25,727,N,P,SF,1,P,WA,12,FRM,4.5,178,0,2034-02-01,X,t
10716,132284000000,OTHER,5,366000,2019-02-01,2019-04-01,2,35,792,Y,P,PU,1,P,WA,35,FRM,4.75,351,350,2049-03-01,0,f
10717,132286000000,OTHER,5,384000,2018-12-01,2019-02-01,2,20,805,N,P,CO,1,P,TN,25,FRM,5,350,0,2049-01-01,X,t
10718,132288000000,OTHER,5,170000,2018-12-01,2019-02-01,1,38,739,Y,P,SF,1,P,OH,25,FRM,5.38,349,349,2049-01-01,0,f
10720,132290000000,OTHER,5,410000,2018-12-01,2019-02-01,2,29,774,N,P,CO,1,S,FL,25,FRM,5.13,349,348,2049-01-01,0,f
10721,132294000000,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",5,427000,2018-12-01,2019-02-01,1,27,784,N,P,PU,1,P,GA,25,FRM,4.88,349,348,2049-01-01,0,f
10725,132305000000,OTHER,4,267000,2019-03-01,2019-05-01,1,48,814,Y,P,SF,1,P,IL,25,FRM,4.25,352,352,2049-04-01,0,f
10727,132307000000,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",5,340000,2018-12-01,2019-02-01,1,35,786,N,P,SF,1,P,UT,35,FRM,4.75,349,345,2049-01-01,0,f
10728,132310000000,"AMERIHOME MORTGAGE COMPANY, LLC",5,232000,2018-12-01,2019-02-01,1,35,780,Y,P,SF,1,P,NC,35,FRM,5.38,349,349,2049-01-01,0,f
10730,132319000000,U.S. BANK N.A.,6,141000,2018-12-01,2019-02-01,2,40,733,Y,P,PU,1,P,OK,18,FRM,6.25,349,349,2049-01-01,0,f
10733,132322000000,PENNYMAC CORP.,5,344000,2019-01-01,2019-03-01,1,40,774,Y,P,PU,1,P,FL,30,FRM,5.13,350,349,2049-02-01,0,f
10734,132324000000,"AMERIHOME MORTGAGE COMPANY, LLC",5,168000,2018-12-01,2019-02-01,2,44,763,Y,P,PU,1,P,TX,25,FRM,4.88,349,349,2049-01-01,0,f
10736,132340000000,OTHER,6,162000,2019-01-01,2019-03-01,1,21,624,Y,P,SF,1,P,WV,25,FRM,5.75,350,348,2049-02-01,0,f
10741,132370000000,OTHER,6,167000,2018-12-01,2019-02-01,1,38,780,Y,P,SF,1,P,LA,18,FRM,6.13,349,349,2049-01-01,0,f
10742,132371000000,PENNYMAC CORP.,5,298000,2019-02-01,2019-04-01,2,46,783,Y,P,CO,1,P,CA,25,FRM,4.5,351,350,2049-03-01,0,f
10744,132372000000,"WELLS FARGO BANK, N.A.",5,256000,2018-12-01,2019-02-01,1,33,715,N,P,SF,1,P,NJ,30,FRM,5,352,0,2049-01-01,X,t
10745,132373000000,OTHER,4,116000,2018-11-01,2019-01-01,1,27,772,Y,P,SF,1,P,NC,25,FRM,4.25,348,348,2048-12-01,0,f
10747,132375000000,OTHER,5,150000,2019-01-01,2019-03-01,1,38,779,Y,P,SF,1,P,NC,35,FRM,5.25,350,344,2049-02-01,0,f
10749,132379000000,QUICKEN LOANS INC.,5,727000,2019-01-01,2019-03-01,2,43,801,N,P,SF,1,P,CA,25,FRM,4.99,355,0,2049-02-01,X,t
10750,132380000000,OTHER,4,378000,2019-02-01,2019-04-01,2,36,761,Y,P,SF,1,P,NY,25,FRM,4.38,351,351,2049-03-01,0,f
10754,132388000000,FAIRWAY INDEPENDENT MORTGAGE CORPORATION,5,350000,2019-01-01,2019-03-01,1,37,794,N,P,CO,1,P,CT,25,FRM,4.75,350,340,2049-02-01,0,f
10762,132406000000,OTHER,5,309000,2019-02-01,2019-04-01,1,45,750,Y,P,CO,1,P,CO,25,FRM,4.63,351,350,2049-03-01,0,f
10765,132409000000,OTHER,6,345000,2018-12-01,2019-02-01,2,42,746,Y,P,PU,1,P,IN,30,FRM,5.88,349,349,2049-01-01,0,f
10767,132413000000,"WELLS FARGO BANK, N.A.",5,260000,2018-12-01,2019-02-01,1,40,776,N,P,PU,1,P,SC,25,FRM,5.13,349,0,2049-01-01,X,t
10768,132415000000,OTHER,6,449000,2018-12-01,2019-02-01,1,49,667,N,P,PU,1,P,IN,30,FRM,5.5,349,349,2049-01-01,0,f
10769,132416000000,"WELLS FARGO BANK, N.A.",5,432000,2018-12-01,2019-03-01,1,44,693,Y,P,PU,1,P,WA,25,FRM,4.88,350,349,2049-02-01,0,f
10774,132430000000,"WELLS FARGO BANK, N.A.",5,240000,2018-12-01,2019-02-01,1,38,780,N,R,SF,1,P,MS,12,FRM,4.63,349,349,2049-01-01,0,f
10780,132440000000,OTHER,6,275000,2018-12-01,2019-02-01,2,44,683,Y,P,SF,1,P,WA,25,FRM,5.63,349,349,2049-01-01,0,f
10781,132443000000,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",6,162000,2018-12-01,2019-02-01,2,49,675,N,P,SF,1,P,WI,25,FRM,6,349,348,2049-01-01,0,f
10784,132452000000,"WELLS FARGO BANK, N.A.",5,82000,2019-02-01,2019-04-01,1,35,668,Y,P,CO,1,P,IL,25,FRM,5.38,351,351,2049-03-01,0,f
10785,132456000000,OTHER,5,184000,2019-01-01,2019-03-01,1,45,731,Y,P,SF,1,P,CA,35,FRM,5.25,350,350,2049-02-01,0,f
10792,132488000000,"LAKEVIEW LOAN SERVICING, LLC",6,425000,2018-11-01,2019-01-01,1,49,764,N,P,CO,1,P,CA,30,FRM,5.5,353,0,2048-12-01,X,t
10793,132488000000,OTHER,5,357000,2018-11-01,2019-01-01,1,24,772,Y,P,SF,1,P,OR,30,FRM,5.13,348,345,2048-12-01,0,f
10796,132491000000,OTHER,5,303000,2019-03-01,2019-05-01,2,49,762,N,P,SF,1,P,OR,12,FRM,4.75,352,351,2049-04-01,0,f
10797,132501000000,FAIRWAY INDEPENDENT MORTGAGE CORPORATION,5,450000,2019-01-01,2019-03-01,2,45,758,N,P,PU,1,P,CA,25,FRM,4.88,350,350,2049-02-01,0,f
10805,132521000000,"AMERIHOME MORTGAGE COMPANY, LLC",5,152000,2019-01-01,2019-03-01,2,36,644,Y,P,SF,1,P,GA,25,FRM,5.25,350,350,2049-02-01,0,f
10810,132541000000,"WELLS FARGO BANK, N.A.",5,354000,2019-01-01,2019-03-01,2,40,802,Y,P,SF,1,P,MA,25,FRM,5,354,0,2049-02-01,X,t
10814,132556000000,PENNYMAC CORP.,4,456000,2019-01-01,2019-03-01,1,30,753,Y,P,CO,1,P,WA,25,FRM,4.25,353,0,2049-02-01,X,t
10815,132557000000,PENNYMAC CORP.,5,385000,2019-03-01,2019-05-01,1,39,722,N,P,PU,1,P,NV,30,FRM,4.5,352,253,2049-04-01,0,f
10817,132560000000,OTHER,5,223000,2019-02-01,2019-04-01,2,17,801,Y,P,SF,1,P,WI,30,FRM,4.5,351,351,2049-03-01,0,f
10822,132589000000,OTHER,5,122000,2018-12-01,2019-02-01,1,35,741,Y,P,SF,1,P,MI,12,FRM,5.13,349,349,2049-01-01,0,f
10825,132595000000,OTHER,5,160000,2019-01-01,2019-03-01,1,42,676,N,P,SF,1,P,SC,30,FRM,5,350,0,2049-02-01,X,t
10828,132598000000,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",5,85000,2019-02-01,2019-04-01,1,42,701,Y,P,CO,1,P,FL,25,FRM,4.88,351,351,2049-03-01,0,f
10830,132607000000,"LAKEVIEW LOAN SERVICING, LLC",5,556000,2018-11-01,2019-01-01,2,36,767,Y,P,SF,1,P,CA,16,FRM,5.13,352,0,2048-12-01,X,t
10835,132623000000,OTHER,5,110000,2018-11-01,2019-01-01,1,25,770,Y,P,CO,1,P,WI,18,FRM,4.75,348,348,2048-12-01,0,f
10837,132625000000,OTHER,5,323000,2019-02-01,2019-04-01,2,43,737,N,P,SF,1,P,TN,30,FRM,4.88,351,351,2049-03-01,0,f
10840,132640000000,"WELLS FARGO BANK, N.A.",5,206000,2019-01-01,2019-03-01,1,30,625,Y,P,SF,1,P,IL,30,FRM,4.63,350,350,2049-02-01,0,f
10841,132649000000,PENNYMAC CORP.,5,209000,2018-12-01,2019-02-01,1,40,729,N,P,SF,1,P,AL,30,FRM,4.88,349,348,2049-01-01,0,f
10843,132653000000,PENNYMAC CORP.,5,646000,2019-01-01,2019-03-01,2,34,757,N,P,SF,1,P,CA,30,FRM,4.75,350,350,2049-02-01,0,f
10844,132653000000,OTHER,5,594000,2019-01-01,2019-03-01,1,47,787,Y,P,CO,1,P,CA,30,FRM,4.99,350,350,2049-02-01,0,f
10845,132653000000,"WELLS FARGO BANK, N.A.",5,170000,2019-02-01,2019-04-01,1,31,735,Y,P,SF,1,P,NC,25,FRM,4.88,351,351,2049-03-01,0,f
10847,132671000000,OTHER,5,285000,2019-03-01,2019-05-01,1,45,675,Y,P,PU,1,P,OK,30,FRM,5,352,351,2049-04-01,0,f
10848,132674000000,"WELLS FARGO BANK, N.A.",5,149000,2018-12-01,2019-02-01,2,44,666,Y,P,SF,1,P,SC,25,FRM,4.75,349,349,2049-01-01,0,f
10850,132682000000,OTHER,6,349000,2018-11-01,2019-01-01,2,39,787,Y,P,SF,1,P,FL,12,FRM,5.63,348,348,2048-12-01,0,f
10852,132684000000,"WELLS FARGO BANK, N.A.",5,268000,2019-01-01,2019-03-01,2,34,779,N,P,PU,1,P,FL,12,FRM,4.88,350,349,2049-02-01,0,f
10854,132685000000,U.S. BANK N.A.,6,225000,2018-11-01,2019-01-01,2,36,658,Y,P,PU,1,P,FL,18,FRM,6.13,348,349,2048-12-01,1,t
10858,132698000000,QUICKEN LOANS INC.,5,165000,2018-12-01,2019-02-01,1,35,720,Y,P,SF,1,P,OH,25,FRM,4.88,349,348,2049-01-01,0,f
10863,132705000000,"WELLS FARGO BANK, N.A.",6,93000,2018-12-01,2019-02-01,2,28,670,Y,P,CO,1,P,IL,25,FRM,5.88,349,349,2049-01-01,0,f
10864,132840000000,OTHER,5,295000,2018-12-01,2019-02-01,2,27,776,N,P,PU,1,P,MS,12,FRM,4.75,349,349,2049-01-01,0,f
10866,132708000000,"WELLS FARGO BANK, N.A.",5,230000,2018-12-01,2019-02-01,1,47,780,Y,P,PU,1,P,FL,25,FRM,5.25,349,348,2049-01-01,0,f
10871,132714000000,"WELLS FARGO BANK, N.A.",6,245000,2018-12-01,2019-02-01,2,41,688,N,P,PU,1,S,SC,25,FRM,5.63,349,346,2049-01-01,0,f
10875,132732000000,OTHER,5,352000,2019-01-01,2019-03-01,2,49,712,N,P,PU,1,P,KS,30,FRM,4.99,350,350,2049-02-01,0,f
10877,132735000000,PENNYMAC CORP.,5,217000,2019-03-01,2019-05-01,2,49,720,Y,P,PU,1,P,FL,30,FRM,5.38,352,352,2049-04-01,0,f
10882,132745000000,PENNYMAC CORP.,5,226000,2018-12-01,2019-02-01,2,20,810,N,P,SF,1,P,NM,30,FRM,5.13,349,348,2049-01-01,0,f
10885,132752000000,PENNYMAC CORP.,5,233000,2019-01-01,2019-03-01,1,29,751,N,P,PU,1,P,AZ,30,FRM,4.63,356,0,2049-02-01,X,t
10891,132769000000,"WELLS FARGO BANK, N.A.",5,344000,2018-11-01,2019-01-01,1,25,795,Y,P,PU,1,P,FL,30,FRM,4.75,350,0,2048-12-01,X,t
10894,132770000000,U.S. BANK N.A.,5,146000,2018-10-01,2018-12-01,1,41,714,Y,P,SF,1,P,NE,18,FRM,4.88,347,347,2048-11-01,0,f
10900,132806000000,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",5,114000,2019-03-01,2019-05-01,1,49,761,Y,P,SF,1,P,NY,25,FRM,4.88,352,347,2049-04-01,0,f
10901,132811000000,OTHER,5,563000,2018-09-01,2018-11-01,1,49,781,Y,P,SF,1,P,NY,25,FRM,4.5,346,265,2048-10-01,0,f
10902,132813000000,PENNYMAC CORP.,5,367000,2018-12-01,2019-02-01,1,33,802,Y,P,CO,1,P,TX,25,FRM,4.99,349,349,2049-01-01,0,f
10907,132819000000,OTHER,5,328000,2018-11-01,2019-01-01,2,29,757,Y,P,SF,1,P,MA,30,FRM,4.75,348,348,2048-12-01,0,f
10908,132820000000,"WELLS FARGO BANK, N.A.",6,284000,2018-11-01,2019-01-01,1,48,688,N,P,PU,1,S,TX,25,FRM,5.5,348,331,2048-12-01,0,f
10914,132851000000,PENNYMAC CORP.,5,138000,2019-03-01,2019-05-01,1,48,741,N,P,SF,1,P,MD,25,FRM,4.88,352,339,2049-04-01,0,f
10916,132855000000,OTHER,6,148000,2019-01-01,2019-03-01,2,38,677,Y,P,MH,1,P,NM,16,FRM,6.13,350,350,2049-02-01,0,f
10922,132871000000,"WELLS FARGO BANK, N.A.",5,147000,2018-12-01,2019-02-01,2,33,778,Y,P,SF,1,P,MO,35,FRM,5,354,0,2049-01-01,X,t
10923,132871000000,"WELLS FARGO BANK, N.A.",5,387000,2018-11-01,2019-01-01,1,36,766,Y,P,SF,1,P,NY,25,FRM,5.25,348,0,2048-12-01,X,t
10927,132883000000,"WELLS FARGO BANK, N.A.",5,232000,2018-11-01,2019-01-01,1,38,743,N,P,CO,1,P,AZ,25,FRM,4.88,348,345,2048-12-01,0,f
10929,132887000000,PENNYMAC CORP.,5,412000,2018-12-01,2019-02-01,2,42,719,Y,P,SF,1,P,CA,25,FRM,5.25,349,0,2049-01-01,X,t
10930,132896000000,OTHER,5,409000,2019-03-01,2019-05-01,1,29,708,Y,P,PU,1,P,FL,30,FRM,4.88,352,349,2049-04-01,0,f
10931,132900000000,QUICKEN LOANS INC.,5,379000,2018-12-01,2019-02-01,2,40,776,Y,P,SF,1,P,WA,30,FRM,4.99,349,349,2049-01-01,0,f
10936,132916000000,OTHER,5,82000,2019-03-01,2019-05-01,2,45,760,Y,P,SF,1,P,WI,25,FRM,4.75,352,352,2049-04-01,0,f
10939,132926000000,OTHER,5,172000,2019-02-01,2019-04-01,1,41,722,Y,P,PU,1,P,GA,25,FRM,4.75,351,343,2049-03-01,0,f
10944,132936000000,U.S. BANK N.A.,5,159000,2019-01-01,2019-02-01,1,40,735,Y,P,SF,1,P,MD,18,FRM,5.38,349,349,2049-01-01,0,f
10945,132937000000,QUICKEN LOANS INC.,5,422000,2019-03-01,2019-05-01,2,48,761,N,R,CO,1,P,MI,12,FRM,4.5,357,0,2049-04-01,X,t
10946,132939000000,"WELLS FARGO BANK, N.A.",5,383000,2019-01-01,2019-03-01,2,49,741,Y,P,SF,1,P,NY,12,FRM,5.25,350,350,2049-02-01,0,f
10948,132949000000,FAIRWAY INDEPENDENT MORTGAGE CORPORATION,5,314000,2019-03-01,2019-05-01,1,49,791,N,P,SF,1,P,AZ,12,FRM,4.88,360,0,2049-04-01,X,t
10953,132959000000,PENNYMAC CORP.,5,261000,2019-01-01,2019-03-01,1,50,726,N,P,SF,1,P,PA,25,FRM,5.13,350,350,2049-02-01,0,f
10957,132967000000,OTHER,5,445000,2018-11-01,2019-01-01,1,30,768,N,P,PU,1,P,TX,30,FRM,4.88,355,0,2048-12-01,X,t
10959,132986000000,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",5,398000,2018-11-01,2019-01-01,1,36,731,Y,P,SF,1,P,CO,25,FRM,5.38,348,0,2048-12-01,X,t
10960,132987000000,OTHER,6,144000,2019-01-01,2019-03-01,1,35,773,Y,P,SF,1,P,NJ,30,FRM,5.88,350,0,2049-02-01,X,t
10962,132995000000,PENNYMAC CORP.,5,217000,2019-03-01,2019-05-01,2,21,790,Y,P,SF,1,P,IN,12,FRM,4.75,352,352,2049-04-01,0,f
10963,132998000000,PENNYMAC CORP.,5,618000,2019-02-01,2019-04-01,2,46,737,Y,P,SF,1,P,CA,30,FRM,4.63,351,351,2049-03-01,0,f
10965,133024000000,FAIRWAY INDEPENDENT MORTGAGE CORPORATION,5,217000,2018-12-01,2019-02-01,1,32,783,Y,P,PU,1,P,AL,30,FRM,5,349,349,2049-01-01,0,f
10966,133025000000,"WELLS FARGO BANK, N.A.",5,360000,2018-11-01,2019-01-01,2,20,721,N,R,SF,1,P,AL,25,FRM,4.63,351,0,2048-12-01,X,t
10967,133028000000,PENNYMAC CORP.,5,216000,2019-01-01,2019-03-01,1,48,745,Y,P,CO,1,P,TX,25,FRM,5.13,350,350,2049-02-01,0,f
10968,133031000000,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",5,172000,2018-12-01,2019-02-01,1,43,765,N,P,PU,1,P,NV,30,FRM,5.25,349,349,2049-01-01,0,f
10969,133031000000,"EAGLE HOME MORTGAGE, LLC",6,343000,2018-11-01,2019-01-01,2,50,743,Y,P,PU,1,P,NV,35,FRM,5.63,348,348,2048-12-01,0,f
10970,133032000000,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",5,180000,2018-10-01,2018-12-01,1,37,723,N,P,PU,1,S,OH,25,FRM,4.75,347,347,2048-11-01,0,f
10971,133041000000,OTHER,5,142000,2019-02-01,2019-04-01,1,45,810,N,P,SF,1,S,FL,25,FRM,4.75,351,348,2049-03-01,0,f
10978,133052000000,OTHER,5,406000,2018-11-01,2019-01-01,1,31,766,Y,P,CO,1,P,CA,30,FRM,5.38,348,348,2048-12-01,0,f
10981,133061000000,OTHER,5,228000,2018-12-01,2019-02-01,1,50,773,Y,P,SF,1,P,WI,16,FRM,4.88,351,0,2049-01-01,X,t
10983,133062000000,OTHER,6,399000,2018-12-01,2019-02-01,2,42,712,N,P,SF,1,P,TX,30,FRM,5.63,355,0,2049-01-01,X,t
10997,133102000000,OTHER,4,380000,2018-09-01,2018-11-01,2,46,770,N,P,SF,1,P,MA,30,FRM,4.38,346,346,2048-10-01,0,f
11000,133111000000,OTHER,5,336000,2019-01-01,2019-03-01,1,30,747,N,P,SF,1,P,AZ,30,FRM,4.75,350,350,2049-02-01,0,f
11002,133112000000,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",5,216000,2019-01-01,2019-03-01,1,38,710,Y,P,SF,1,P,IL,25,FRM,4.5,350,350,2049-02-01,0,f
11007,133271000000,U.S. BANK N.A.,6,305000,2018-12-01,2019-02-01,1,42,743,Y,P,PU,1,P,NV,18,FRM,6.25,349,348,2049-01-01,0,f
11009,133126000000,"LAKEVIEW LOAN SERVICING, LLC",5,231000,2019-01-01,2019-02-01,1,37,753,Y,P,SF,1,P,RI,30,FRM,5.13,349,346,2049-01-01,0,f
11019,133174000000,OTHER,6,160000,2018-12-01,2019-02-01,1,38,664,Y,P,SF,1,P,TX,25,FRM,5.63,349,344,2049-01-01,0,f
11021,133176000000,U.S. BANK N.A.,6,57000,2019-02-01,2019-04-01,1,45,676,Y,P,SF,1,P,IN,18,FRM,6.13,351,351,2049-03-01,0,f
11023,133181000000,U.S. BANK N.A.,6,170000,2019-01-01,2019-03-01,2,39,710,Y,P,PU,1,P,FL,18,FRM,5.88,350,350,2049-02-01,0,f
11027,133194000000,TRUIST BANK (FORMERLY SUNTRUST BANK),6,178000,2018-11-01,2019-01-01,1,49,671,N,P,SF,1,P,WI,25,FRM,5.63,348,349,2048-12-01,1,t
11030,133205000000,OTHER,5,204000,2018-11-01,2019-01-01,2,38,792,N,P,PU,1,S,OH,12,FRM,4.88,348,347,2048-12-01,0,f
11032,133208000000,"WELLS FARGO BANK, N.A.",5,325000,2018-12-01,2019-02-01,2,42,774,N,P,PU,1,P,UT,25,FRM,5,353,0,2049-01-01,X,t
11033,133208000000,OTHER,4,221000,2019-03-01,2019-05-01,1,44,704,Y,P,SF,1,P,NJ,12,FRM,4.38,352,352,2049-04-01,0,f
